market,ad_network,os,slot,format,page,revenue,placement_name
NL,gam,android,small,native,foryou,109.557951,am-android-foryou-small-native-nl-exp-low
NL,gam,android,small,native,foryou,182.849631,am-android-foryou-small-native-nl-exp-medium
PL,gam,android,small,native,foryou,27.523166,am-android-foryou-small-native-pl-exp-high
PL,gam,android,small,native,foryou,34.067907,am-android-foryou-small-native-pl-exp-low
PL,gam,android,small,native,foryou,35.760164,am-android-foryou-small-native-pl-exp-medium
GB,gam,android,small,native,foryou,53.669405,am-android-foryou-small-native-uk-ctl-high
GB,gam,android,small,native,foryou,32.535437,am-android-foryou-small-native-uk-ctl-low
GB,gam,android,small,native,foryou,49.937361,am-android-foryou-small-native-uk-ctl-medium
GB,gam,android,small,native,foryou,564.213317,am-android-foryou-small-native-uk-exp-high
GB,gam,android,small,native,foryou,342.998704,am-android-foryou-small-native-uk-exp-low
GB,gam,android,small,native,foryou,523.714977,am-android-foryou-small-native-uk-exp-medium
US,gam,android,tab,native,foryou,12629.731609,am-android-foryou-tab-native
US,gam,android,tab,native,foryou,0.006508,am-android-foryou-tab-native-test
US,gam,android,fullscreen,adsource,launch,655.410183,am-android-launch-fullscreen-adsource-control-high
US,gam,android,fullscreen,adsource,launch,616.184059,am-android-launch-fullscreen-adsource-control-higher
US,gam,android,fullscreen,adsource,launch,232.70713,am-android-launch-fullscreen-adsource-control-medium
US,gam,android,fullscreen,adsource,launch,330.769172,am-android-launch-fullscreen-adsource-exp-high
US,gam,android,fullscreen,adsource,launch,618.893375,am-android-launch-fullscreen-adsource-exp-higher
US,gam,android,fullscreen,adsource,launch,179.540002,am-android-launch-fullscreen-adsource-exp-medium
US,gam,android,fullscreen,appopen,launch,0.026008,am-android-launch-fullscreen-appopen
US,gam,android,fullscreen,interstitial,launch,634.482599,am-android-launch-fullscreen-interstitial-high-control2
US,gam,android,fullscreen,interstitial,launch,1.810227,am-android-launch-fullscreen-interstitial-high-exp
US,gam,android,fullscreen,interstitial,launch,0.258927,am-android-launch-fullscreen-interstitial-high-exp5
US,gam,android,fullscreen,interstitial,launch,9.275104,am-android-launch-fullscreen-interstitial-high-exp6
US,gam,android,fullscreen,interstitial,launch,6.124873,am-android-launch-fullscreen-interstitial-high-interval-control
US,gam,android,fullscreen,interstitial,launch,4.666347,am-android-launch-fullscreen-interstitial-high-interval-exp
US,gam,android,fullscreen,interstitial,launch,171106.711754,am-android-launch-fullscreen-interstitial-high-new2
US,gam,android,fullscreen,interstitial,launch,1088.634807,am-android-launch-fullscreen-interstitial-high-nu-control
US,gam,android,fullscreen,interstitial,launch,537.037895,am-android-launch-fullscreen-interstitial-higher-control2
US,gam,android,fullscreen,interstitial,launch,2.880021,am-android-launch-fullscreen-interstitial-higher-exp
US,gam,android,fullscreen,interstitial,launch,0.112584,am-android-launch-fullscreen-interstitial-higher-exp3
US,gam,android,fullscreen,interstitial,launch,0.695044,am-android-launch-fullscreen-interstitial-higher-exp5
US,gam,android,fullscreen,interstitial,launch,20.395727,am-android-launch-fullscreen-interstitial-higher-exp6
US,gam,android,fullscreen,interstitial,launch,11.821188,am-android-launch-fullscreen-interstitial-higher-interval-control
US,gam,android,fullscreen,interstitial,launch,9.914021,am-android-launch-fullscreen-interstitial-higher-interval-exp
US,gam,android,fullscreen,interstitial,launch,183989.978617,am-android-launch-fullscreen-interstitial-higher-new2
US,gam,android,fullscreen,interstitial,launch,1312.041621,am-android-launch-fullscreen-interstitial-higher-nu-control
US,gam,android,fullscreen,interstitial,launch,231.819477,am-android-launch-fullscreen-interstitial-medium-control2
US,gam,android,fullscreen,interstitial,launch,0.449472,am-android-launch-fullscreen-interstitial-medium-exp
US,gam,android,fullscreen,interstitial,launch,0.242111,am-android-launch-fullscreen-interstitial-medium-exp3
US,gam,android,fullscreen,interstitial,launch,0.026008,am-android-launch-fullscreen-interstitial-medium-exp4
US,gam,android,fullscreen,interstitial,launch,0.10606,am-android-launch-fullscreen-interstitial-medium-exp5
US,gam,android,fullscreen,interstitial,launch,1.529712,am-android-launch-fullscreen-interstitial-medium-exp6
US,gam,android,fullscreen,interstitial,launch,1.175868,am-android-launch-fullscreen-interstitial-medium-interval-control
US,gam,android,fullscreen,interstitial,launch,1.632023,am-android-launch-fullscreen-interstitial-medium-interval-exp
US,gam,android,fullscreen,interstitial,launch,58244.816646,am-android-launch-fullscreen-interstitial-medium-new2
US,gam,android,fullscreen,interstitial,launch,306.753258,am-android-launch-fullscreen-interstitial-medium-nu-control
US,gam,android,fullscreen,interstitial,launch,586.312296,am-android-launch-fullscreen-interstitial-nfs-ctrl-high
US,gam,android,fullscreen,interstitial,launch,178.382408,am-android-launch-fullscreen-interstitial-nfs-ctrl-low
US,gam,android,fullscreen,interstitial,launch,581.736395,am-android-launch-fullscreen-interstitial-nfs-ctrl-medium
US,gam,android,fullscreen,interstitial,launch,254.565292,am-android-launch-fullscreen-interstitial-nus-2-high
US,gam,android,fullscreen,interstitial,launch,77.118516,am-android-launch-fullscreen-interstitial-nus-2-low
US,gam,android,fullscreen,interstitial,launch,238.798875,am-android-launch-fullscreen-interstitial-nus-2-medium
US,gam,android,fullscreen,interstitial,launch,202.769551,am-android-launch-fullscreen-interstitial-nus-3-high
US,gam,android,fullscreen,interstitial,launch,76.600584,am-android-launch-fullscreen-interstitial-nus-3-low
US,gam,android,fullscreen,interstitial,launch,223.084179,am-android-launch-fullscreen-interstitial-nus-3-medium
US,gam,android,fullscreen,interstitial,launch,298.926473,am-android-launch-fullscreen-interstitial-nus-ctrl-high
US,gam,android,fullscreen,interstitial,launch,82.156338,am-android-launch-fullscreen-interstitial-nus-ctrl-low
US,gam,android,fullscreen,interstitial,launch,286.825553,am-android-launch-fullscreen-interstitial-nus-ctrl-medium
US,gam,android,fullscreen,interstitial,launch,2272.010939,am-android-launch-fullscreen-interstitial-pricetune-22q1-ctrl-high
US,gam,android,fullscreen,interstitial,launch,923.744127,am-android-launch-fullscreen-interstitial-pricetune-22q1-ctrl-low
US,gam,android,fullscreen,interstitial,launch,2543.45192,am-android-launch-fullscreen-interstitial-pricetune-22q1-ctrl-medium
US,gam,android,fullscreen,interstitial,launch,2334.112317,am-android-launch-fullscreen-interstitial-pricetune-22q1-exp-high
US,gam,android,fullscreen,interstitial,launch,912.957976,am-android-launch-fullscreen-interstitial-pricetune-22q1-exp-low
US,gam,android,fullscreen,interstitial,launch,2479.179592,am-android-launch-fullscreen-interstitial-pricetune-22q1-exp-medium
US,gam,android,fullscreen,interstitial,launch,0.171856,am-android-launch-fullscreen-interstitial-test
US,gam,android,fullscreen,native,launch,32.835015,am-android-launch-fullscreen-native-high
US,gam,android,fullscreen,native,launch,29.398384,am-android-launch-fullscreen-native-low
US,gam,android,fullscreen,native,launch,25.228136,am-android-launch-fullscreen-native-medium
US,gam,android,fullscreen,interstitial,launch,43425.95336,am-android-launch-welcome-high
US,gam,android,fullscreen,interstitial,launch,3.961024,am-android-launch-welcome-high-exp
US,gam,android,fullscreen,interstitial,launch,35879.790896,am-android-launch-welcome-higher
US,gam,android,fullscreen,interstitial,launch,6.368208,am-android-launch-welcome-higher-exp
US,gam,android,fullscreen,interstitial,launch,0.171853,am-android-launch-welcome-low
US,gam,android,fullscreen,interstitial,launch,29029.942627,am-android-launch-welcome-medium
US,gam,android,fullscreen,interstitial,launch,0.987366,am-android-launch-welcome-medium-exp
US,gam,android,large,native,local,0.038792,am-android-local-large-native-default1
US,gam,android,large,native,local,0.005091,am-android-local-large-native-test
US,gam,android,video,video,foryou,0.022117,am-android-video-1
US,gam,android,video,video,foryou,0.013,am-android-video-test
BR,gam,androidLite,large,native,foryou,0.005208,am-androidLite-foryou-large-native-br-prod-low
US,gam,ios,related,native,article,19.074433,am-ios-article-3-bidding-high
US,gam,ios,related,native,article,79.251548,am-ios-article-3-bidding-low
US,gam,ios,related,native,article,25.525342,am-ios-article-3-bidding-medium
US,gam,ios,huge,native,article,6.151537,am-ios-article-huge
US,gam,ios,huge,display,article,2404.076461,am-ios-article-huge-300x250-high-exp
US,gam,ios,huge,display,article,2255.247832,am-ios-article-huge-300x250-low-exp
US,gam,ios,huge,display,article,1800.63049,am-ios-article-huge-300x250-medium-exp
US,gam,ios,huge,native,article,313.96231,am-ios-article-huge-display-high-exp
US,gam,ios,huge,native,article,302.7411,am-ios-article-huge-display-high-exp2
US,gam,ios,huge,native,article,258.075863,am-ios-article-huge-display-low-exp
US,gam,ios,huge,native,article,262.194837,am-ios-article-huge-display-low-exp2
US,gam,ios,huge,native,article,219.207281,am-ios-article-huge-display-medium-exp
US,gam,ios,huge,native,article,165.552468,am-ios-article-huge-display-medium-exp2
US,gam,ios,huge,native,article,2.896192,am-ios-article-huge-high
US,gam,ios,huge,native,article,1417.110607,am-ios-article-huge-high-exp
US,gam,ios,huge,native,article,124.238689,am-ios-article-huge-high-exp2
US,gam,ios,huge,native,article,15.092976,am-ios-article-huge-low
US,gam,ios,huge,native,article,2441.864907,am-ios-article-huge-low-exp
US,gam,ios,huge,native,article,191.89812,am-ios-article-huge-low-exp2
US,gam,ios,huge,native,article,1529.450513,am-ios-article-huge-medium-exp
US,gam,ios,huge,native,article,140.877363,am-ios-article-huge-medium-exp2
US,gam,ios,huge,native,article,149.837661,am-ios-article-huge-native-high-exp
US,gam,ios,huge,native,article,210.676437,am-ios-article-huge-native-low-exp
US,gam,ios,huge,native,article,175.643554,am-ios-article-huge-native-medium-exp
US,gam,ios,inside,display,article,4530.28198,am-ios-article-inside-300x250-high
US,gam,ios,inside,display,article,5403.087981,am-ios-article-inside-300x250-low
US,gam,ios,inside,display,article,6421.464091,am-ios-article-inside-300x250-medium
US,gam,ios,inside,display,article,113.799606,am-ios-article-inside-dislay-medium-lazy-control
US,gam,ios,inside,display,article,128.917927,am-ios-article-inside-dislay-medium-lazy-exp
US,gam,ios,inside,display,article,25.4985,am-ios-article-inside-display-amazon-no-ds-high
US,gam,ios,inside,display,article,153.696635,am-ios-article-inside-display-amazon-no-high
US,gam,ios,inside,display,article,49.554426,am-ios-article-inside-display-amazon-no-low
US,gam,ios,inside,display,article,125.584943,am-ios-article-inside-display-amazon-no-medium
US,gam,ios,inside,display,article,24.9065,am-ios-article-inside-display-amazon-yes-ds-high
US,gam,ios,inside,display,article,115.527734,am-ios-article-inside-display-amazon-yes-high
US,gam,ios,inside,display,article,34.504279,am-ios-article-inside-display-amazon-yes-low
US,gam,ios,inside,display,article,108.948385,am-ios-article-inside-display-amazon-yes-medium
US,gam,ios,inside,display,article,99.1345,am-ios-article-inside-display-ds-high
US,gam,ios,inside,display,article,105.124657,am-ios-article-inside-display-dslt-ctrl-high
US,gam,ios,inside,display,article,94.342077,am-ios-article-inside-display-dslt-ctrl-low
US,gam,ios,inside,display,article,150.528982,am-ios-article-inside-display-dslt-ctrl-medium
US,gam,ios,inside,display,article,8.396,am-ios-article-inside-display-dslt-exp-ds-high
US,gam,ios,inside,display,article,121.936043,am-ios-article-inside-display-dslt-exp-high
US,gam,ios,inside,display,article,113.897016,am-ios-article-inside-display-dslt-exp-low
US,gam,ios,inside,display,article,122.195248,am-ios-article-inside-display-dslt-exp-medium
US,gam,ios,inside,display,article,25.2855,am-ios-article-inside-display-freq-one-ds-high
US,gam,ios,inside,display,article,134.335716,am-ios-article-inside-display-freq-one-high
US,gam,ios,inside,display,article,62.637008,am-ios-article-inside-display-freq-one-low
US,gam,ios,inside,display,article,174.274758,am-ios-article-inside-display-freq-one-medium
US,gam,ios,inside,display,article,25.0845,am-ios-article-inside-display-freq-two-ds-high
US,gam,ios,inside,display,article,108.140744,am-ios-article-inside-display-freq-two-high
US,gam,ios,inside,display,article,56.474856,am-ios-article-inside-display-freq-two-low
US,gam,ios,inside,display,article,208.93296,am-ios-article-inside-display-freq-two-medium
US,gam,ios,inside,display,article,114.82497,am-ios-article-inside-display-high-lazy-control
US,gam,ios,inside,display,article,115.494671,am-ios-article-inside-display-high-lazy-exp
US,gam,ios,inside,display,article,183.512463,am-ios-article-inside-display-low-lazy-control
US,gam,ios,inside,display,article,169.172655,am-ios-article-inside-display-low-lazy-exp
US,gam,ios,inside,display,article,45.2555,am-ios-article-inside-display-mix-ibob-ctrl-ds-high
US,gam,ios,inside,display,article,174.973882,am-ios-article-inside-display-mix-ibob-ctrl-high
US,gam,ios,inside,display,article,126.591014,am-ios-article-inside-display-mix-ibob-ctrl-low
US,gam,ios,inside,display,article,255.642676,am-ios-article-inside-display-mix-ibob-ctrl-medium
US,gam,ios,inside,display,article,43.57,am-ios-article-inside-display-mix-ibob-exp-ds-high
US,gam,ios,inside,display,article,141.673863,am-ios-article-inside-display-mix-ibob-exp-high
US,gam,ios,inside,display,article,271.277497,am-ios-article-inside-display-mix-ibob-exp-low
US,gam,ios,inside,display,article,175.976864,am-ios-article-inside-display-mix-ibob-exp-medium
US,gam,ios,inside,display,article,2.201,am-ios-article-inside-display-ndfa-ctrl-ds-high
US,gam,ios,inside,display,article,920.786878,am-ios-article-inside-display-ndfa-ctrl-high
US,gam,ios,inside,display,article,424.171412,am-ios-article-inside-display-ndfa-ctrl-low
US,gam,ios,inside,display,article,927.830092,am-ios-article-inside-display-ndfa-ctrl-medium
US,gam,ios,inside,display,article,1875.708,am-ios-article-inside-display-ndfa-exp-ds-high
US,gam,ios,inside,display,article,14773.878235,am-ios-article-inside-display-ndfa-exp-high
US,gam,ios,inside,display,article,15696.488383,am-ios-article-inside-display-ndfa-exp-low
US,gam,ios,inside,display,article,16755.719925,am-ios-article-inside-display-ndfa-exp-medium
US,gam,ios,inside,native,article,8489.493394,am-ios-article-inside-high
US,gam,ios,inside,native,article,19584.785591,am-ios-article-inside-low
US,gam,ios,inside,native,article,9627.473594,am-ios-article-inside-medium
US,gam,ios,inside,native,article,108.876599,am-ios-article-inside-native-amazon-no-high
US,gam,ios,inside,native,article,509.980673,am-ios-article-inside-native-amazon-no-low
US,gam,ios,inside,native,article,37.473852,am-ios-article-inside-native-amazon-no-medium
US,gam,ios,inside,native,article,97.129695,am-ios-article-inside-native-amazon-yes-high
US,gam,ios,inside,native,article,264.111426,am-ios-article-inside-native-amazon-yes-low
US,gam,ios,inside,native,article,221.384216,am-ios-article-inside-native-amazon-yes-medium
US,gam,ios,inside,native,article,1510.8225,am-ios-article-inside-native-ds-low
US,gam,ios,inside,native,article,64.944712,am-ios-article-inside-native-dslt-ctrl-high
US,gam,ios,inside,native,article,204.693986,am-ios-article-inside-native-dslt-ctrl-low
US,gam,ios,inside,native,article,91.980489,am-ios-article-inside-native-dslt-ctrl-medium
US,gam,ios,inside,native,article,68.66316,am-ios-article-inside-native-dslt-exp-high
US,gam,ios,inside,native,article,226.547138,am-ios-article-inside-native-dslt-exp-low
US,gam,ios,inside,native,article,83.513635,am-ios-article-inside-native-dslt-exp-medium
US,gam,ios,inside,native,article,64.795617,am-ios-article-inside-native-freq-one-high
US,gam,ios,inside,native,article,326.000879,am-ios-article-inside-native-freq-one-low
US,gam,ios,inside,native,article,17.267814,am-ios-article-inside-native-freq-one-medium
US,gam,ios,inside,native,article,83.751561,am-ios-article-inside-native-freq-two-high
US,gam,ios,inside,native,article,327.415333,am-ios-article-inside-native-freq-two-low
US,gam,ios,inside,native,article,35.197699,am-ios-article-inside-native-freq-two-medium
US,gam,ios,inside,native,article,67.080653,am-ios-article-inside-native-high-lazy-control
US,gam,ios,inside,native,article,54.971625,am-ios-article-inside-native-high-lazy-exp
US,gam,ios,inside,native,article,222.841967,am-ios-article-inside-native-low-lazy-control
US,gam,ios,inside,native,article,196.565488,am-ios-article-inside-native-low-lazy-exp
US,gam,ios,inside,native,article,161.68917,am-ios-article-inside-native-medium-lazy-control
US,gam,ios,inside,native,article,122.0721,am-ios-article-inside-native-medium-lazy-exp
US,gam,ios,inside,native,article,126.277223,am-ios-article-inside-native-mix-ibob-ctrl-high
US,gam,ios,inside,native,article,696.668029,am-ios-article-inside-native-mix-ibob-ctrl-low
US,gam,ios,inside,native,article,30.749067,am-ios-article-inside-native-mix-ibob-ctrl-medium
US,gam,ios,inside,native,article,92.644363,am-ios-article-inside-native-mix-ibob-exp-high
US,gam,ios,inside,native,article,275.544806,am-ios-article-inside-native-mix-ibob-exp-medium
US,gam,ios,inside,native,article,495.000916,am-ios-article-inside-native-ndfa-ctrl-high
US,gam,ios,inside,native,article,751.830513,am-ios-article-inside-native-ndfa-ctrl-low
US,gam,ios,inside,native,article,702.369631,am-ios-article-inside-native-ndfa-ctrl-medium
US,gam,ios,inside,native,article,17306.680379,am-ios-article-inside-native-ndfa-exp-high
US,gam,ios,inside,native,article,18510.106857,am-ios-article-inside-native-ndfa-exp-low
US,gam,ios,inside,native,article,11842.537819,am-ios-article-inside-native-ndfa-exp-medium
US,gam,ios,inside,native,article,0.018205,am-ios-article-inside-test
US,gam,ios,related,native,article,6942.842499,am-ios-article-related-high
US,gam,ios,related,native,article,14470.146591,am-ios-article-related-low
US,gam,ios,related,native,article,11934.888129,am-ios-article-related-medium
,,,,,,1.723318,am-ios-article-related-native-ca-ctl-high
,,,,,,4.806548,am-ios-article-related-native-ca-ctl-low
,,,,,,1.524287,am-ios-article-related-native-ca-ctl-medium
CA,gam,ios,related,native,article,27.374988,am-ios-article-related-native-ca-exp-high
CA,gam,ios,related,native,article,57.995612,am-ios-article-related-native-ca-exp-low
CA,gam,ios,related,native,article,31.725621,am-ios-article-related-native-ca-exp-medium
US,gam,ios,related,native,article,868.50795,am-ios-article-related-native-cturl-ctrl-ds-high
US,gam,ios,related,native,article,44.254578,am-ios-article-related-native-cturl-ctrl-high
US,gam,ios,related,native,article,131.430382,am-ios-article-related-native-cturl-ctrl-low
US,gam,ios,related,native,article,44.411808,am-ios-article-related-native-cturl-ctrl-medium
US,gam,ios,related,native,article,866.38057,am-ios-article-related-native-cturl-exp-ds-high
US,gam,ios,related,native,article,36.483541,am-ios-article-related-native-cturl-exp-high
US,gam,ios,related,native,article,137.035604,am-ios-article-related-native-cturl-exp-low
US,gam,ios,related,native,article,66.803276,am-ios-article-related-native-cturl-exp-medium
DE,gam,ios,related,native,article,7.516763,am-ios-article-related-native-de-exp-high
DE,gam,ios,related,native,article,13.500268,am-ios-article-related-native-de-exp-low
DE,gam,ios,related,native,article,5.114371,am-ios-article-related-native-de-exp-medium
US,gam,ios,related,native,article,43677.16948,am-ios-article-related-native-ds-high
US,gam,ios,related,native,article,0.02508,am-ios-article-related-native-ds-high-dedup-control
US,gam,ios,related,native,article,0.01377,am-ios-article-related-native-ds-high-dedup-exp
US,gam,ios,related,native,article,806.3225,am-ios-article-related-native-ds-low
US,gam,ios,related,native,article,54.224788,am-ios-article-related-native-dslt-ctrl-high
US,gam,ios,related,native,article,155.154062,am-ios-article-related-native-dslt-ctrl-low
US,gam,ios,related,native,article,53.0269,am-ios-article-related-native-dslt-ctrl-medium
US,gam,ios,related,native,article,201.3814,am-ios-article-related-native-dslt-exp-ds-high
US,gam,ios,related,native,article,38.267703,am-ios-article-related-native-dslt-exp-high
US,gam,ios,related,native,article,114.058321,am-ios-article-related-native-dslt-exp-low
US,gam,ios,related,native,article,37.764439,am-ios-article-related-native-dslt-exp-medium
US,gam,ios,related,native,article,146.583697,am-ios-article-related-native-fold-anchor-ctrl-high
US,gam,ios,related,native,article,667.869923,am-ios-article-related-native-fold-anchor-ctrl-low
US,gam,ios,related,native,article,333.077271,am-ios-article-related-native-fold-anchor-ctrl-medium
US,gam,ios,related,native,article,131.122043,am-ios-article-related-native-fold-anchor-exp3-high
US,gam,ios,related,native,article,735.619511,am-ios-article-related-native-fold-anchor-exp3-low
US,gam,ios,related,native,article,142.457948,am-ios-article-related-native-fold-anchor-exp3-medium
US,gam,ios,related,native,article,114.39697,am-ios-article-related-native-fold-anchor-exp4-high
US,gam,ios,related,native,article,696.170735,am-ios-article-related-native-fold-anchor-exp4-low
US,gam,ios,related,native,article,191.469601,am-ios-article-related-native-fold-anchor-exp4-medium
US,gam,ios,related,native,article,135.620819,am-ios-article-related-native-fold-anchor-exp5-high
US,gam,ios,related,native,article,627.139123,am-ios-article-related-native-fold-anchor-exp5-low
US,gam,ios,related,native,article,182.738645,am-ios-article-related-native-fold-anchor-exp5-medium
US,gam,ios,related,native,article,381.879,am-ios-article-related-native-freq-two-ds-high
US,gam,ios,related,native,article,29.652297,am-ios-article-related-native-freq-two-high
US,gam,ios,related,native,article,93.36091,am-ios-article-related-native-freq-two-low
US,gam,ios,related,native,article,38.331433,am-ios-article-related-native-freq-two-medium
US,gam,ios,related,native,article,0.121716,am-ios-article-related-native-high-dedup-control
US,gam,ios,related,native,article,0.082867,am-ios-article-related-native-high-dedup-exp
US,gam,ios,related,native,article,0.021945,am-ios-article-related-native-high-exp
IT,gam,ios,related,native,article,8.641216,am-ios-article-related-native-it-exp-high
IT,gam,ios,related,native,article,15.8918,am-ios-article-related-native-it-exp-low
IT,gam,ios,related,native,article,7.457468,am-ios-article-related-native-it-exp-medium
,,,,,,3.131227,am-ios-article-related-native-jp-ctl-high
,,,,,,1.888329,am-ios-article-related-native-jp-ctl-low
,,,,,,1.693947,am-ios-article-related-native-jp-ctl-medium
JP,gam,ios,related,native,article,0.001207,am-ios-article-related-native-jp-exp-low
JP,gam,ios,related,native,article,93.816894,am-ios-article-related-native-jp-exp2-high
JP,gam,ios,related,native,article,76.24266,am-ios-article-related-native-jp-exp2-low
JP,gam,ios,related,native,article,55.911827,am-ios-article-related-native-jp-exp2-medium
US,gam,ios,related,native,article,0.350037,am-ios-article-related-native-low-dedup-control
US,gam,ios,related,native,article,0.316795,am-ios-article-related-native-low-dedup-exp
US,gam,ios,related,native,article,0.105358,am-ios-article-related-native-low-exp
US,gam,ios,related,native,article,0.094525,am-ios-article-related-native-medium-dedup-control
US,gam,ios,related,native,article,0.090798,am-ios-article-related-native-medium-dedup-exp
US,gam,ios,related,native,article,0.038688,am-ios-article-related-native-medium-exp
US,gam,ios,related,native,article,1298.95382,am-ios-article-related-native-ndfa-ctrl-ds-high
US,gam,ios,related,native,article,418.681578,am-ios-article-related-native-ndfa-ctrl-high
US,gam,ios,related,native,article,610.486183,am-ios-article-related-native-ndfa-ctrl-low
US,gam,ios,related,native,article,359.13435,am-ios-article-related-native-ndfa-ctrl-medium
US,gam,ios,related,native,article,507.35424,am-ios-article-related-native-ndfa-exp-ds-high
US,gam,ios,related,native,article,548.474537,am-ios-article-related-native-ndfa-exp-high
US,gam,ios,related,native,article,781.59653,am-ios-article-related-native-ndfa-exp-low
US,gam,ios,related,native,article,517.243363,am-ios-article-related-native-ndfa-exp-medium
US,gam,ios,related,native,article,392.23246,am-ios-article-related-native-prefetch-ctrl-ds-high
US,gam,ios,related,native,article,18.762715,am-ios-article-related-native-prefetch-ctrl-high
US,gam,ios,related,native,article,85.943716,am-ios-article-related-native-prefetch-ctrl-low
US,gam,ios,related,native,article,20.120385,am-ios-article-related-native-prefetch-ctrl-medium
US,gam,ios,related,native,article,393.86984,am-ios-article-related-native-prefetch-exp-ds-high
US,gam,ios,related,native,article,19.621178,am-ios-article-related-native-prefetch-exp-high
US,gam,ios,related,native,article,91.865105,am-ios-article-related-native-prefetch-exp-low
US,gam,ios,related,native,article,22.070719,am-ios-article-related-native-prefetch-exp-medium
US,gam,ios,related,native,article,0.00588,am-ios-article-related-native-style-control-high
US,gam,ios,related,native,article,0.024585,am-ios-article-related-native-style-control-low
US,gam,ios,related,native,article,0.013288,am-ios-article-related-native-style-left-low
US,gam,ios,related,native,article,0.003395,am-ios-article-related-native-style-right-low
,,,,,,1.378289,am-ios-article-related-native-uk-ctl-high
,,,,,,2.15098,am-ios-article-related-native-uk-ctl-low
,,,,,,1.699117,am-ios-article-related-native-uk-ctl-medium
GB,gam,ios,related,native,article,64.556143,am-ios-article-related-native-uk-exp-high
GB,gam,ios,related,native,article,149.549755,am-ios-article-related-native-uk-exp-low
GB,gam,ios,related,native,article,49.209368,am-ios-article-related-native-uk-exp-medium
US,gam,ios,related,native,article,0.027222,am-ios-article-related-new-article-design-false-low
US,gam,ios,related,native,article,0.034528,am-ios-article-related-new-article-design-true-high
US,gam,ios,related,native,article,0.085105,am-ios-article-related-new-article-design-true-low
US,gam,ios,related,native,article,0.012016,am-ios-article-related-new-article-design-true-medium
,,,,,,1.55427,am-ios-article-top-display-ca-ctl-high
,,,,,,2.194665,am-ios-article-top-display-ca-ctl-low
,,,,,,1.322158,am-ios-article-top-display-ca-ctl-medium
CA,gam,ios,top,display,article,193.557486,am-ios-article-top-display-ca-exp-high
CA,gam,ios,top,display,article,238.772929,am-ios-article-top-display-ca-exp-low
CA,gam,ios,top,display,article,210.013078,am-ios-article-top-display-ca-exp-medium
US,gam,ios,top,display,article,504.882571,am-ios-article-top-display-cturl-ctrl-ds-high
US,gam,ios,top,display,article,2.409082,am-ios-article-top-display-cturl-ctrl-high
US,gam,ios,top,display,article,2.280258,am-ios-article-top-display-cturl-ctrl-low
US,gam,ios,top,display,article,2.691929,am-ios-article-top-display-cturl-ctrl-medium
US,gam,ios,top,display,article,515.485067,am-ios-article-top-display-cturl-exp-ds-high
US,gam,ios,top,display,article,1.992399,am-ios-article-top-display-cturl-exp-high
US,gam,ios,top,display,article,2.711231,am-ios-article-top-display-cturl-exp-low
US,gam,ios,top,display,article,2.352164,am-ios-article-top-display-cturl-exp-medium
DE,gam,ios,top,display,article,59.047242,am-ios-article-top-display-de-exp-high
DE,gam,ios,top,display,article,26.261997,am-ios-article-top-display-de-exp-low
DE,gam,ios,top,display,article,60.138525,am-ios-article-top-display-de-exp-medium
US,gam,ios,top,display,article,281.941,am-ios-article-top-display-ds-high
US,gam,ios,top,display,article,146.930372,am-ios-article-top-display-dslt-ctrl-high
US,gam,ios,top,display,article,160.649359,am-ios-article-top-display-dslt-ctrl-low
US,gam,ios,top,display,article,140.045081,am-ios-article-top-display-dslt-ctrl-medium
US,gam,ios,top,display,article,4.36,am-ios-article-top-display-dslt-exp-ds-high
US,gam,ios,top,display,article,155.26175,am-ios-article-top-display-dslt-exp-high
US,gam,ios,top,display,article,161.158514,am-ios-article-top-display-dslt-exp-low
US,gam,ios,top,display,article,118.52383,am-ios-article-top-display-dslt-exp-medium
US,gam,ios,top,display,article,0.019232,am-ios-article-top-display-high-exp
US,gam,ios,top,display,article,0.067792,am-ios-article-top-display-higher-exp
IT,gam,ios,top,display,article,27.09138,am-ios-article-top-display-it-exp-high
IT,gam,ios,top,display,article,32.319803,am-ios-article-top-display-it-exp-low
IT,gam,ios,top,display,article,22.318477,am-ios-article-top-display-it-exp-medium
,,,,,,2.731935,am-ios-article-top-display-jp-ctl-high
,,,,,,3.812132,am-ios-article-top-display-jp-ctl-low
,,,,,,2.858264,am-ios-article-top-display-jp-ctl-medium
JP,gam,ios,top,display,article,0.022758,am-ios-article-top-display-jp-exp-high
JP,gam,ios,top,display,article,0.013564,am-ios-article-top-display-jp-exp-low
JP,gam,ios,top,display,article,0.003006,am-ios-article-top-display-jp-exp-medium
JP,gam,ios,top,display,article,192.167543,am-ios-article-top-display-jp-exp2-high
JP,gam,ios,top,display,article,166.95093,am-ios-article-top-display-jp-exp2-low
JP,gam,ios,top,display,article,151.461513,am-ios-article-top-display-jp-exp2-medium
US,gam,ios,top,display,article,0.061106,am-ios-article-top-display-medium-exp
US,gam,ios,top,display,article,386.058358,am-ios-article-top-display-price-tune-22-01-ctrl-high
US,gam,ios,top,display,article,678.532687,am-ios-article-top-display-price-tune-22-01-ctrl-low
US,gam,ios,top,display,article,436.426723,am-ios-article-top-display-price-tune-22-01-ctrl-medium
US,gam,ios,top,display,article,463.625607,am-ios-article-top-display-price-tune-22-01-exp-high
US,gam,ios,top,display,article,663.353255,am-ios-article-top-display-price-tune-22-01-exp-low
